年度,日期,片名中文,英文片名,國家,評分,Wiki,IMDb_ID,豆瓣ID,HackMD_ID,Google,Wiki,IMDb,豆瓣,Note,人物標籤,主題標籤,Remark
2020,2020-11-20,Stand By Me 哆啦A夢 2,Stand by me Doraemon 2,日本,7,STAND_BY_ME_哆啦A夢_2,tt13428402,34913671,BYb6tQ3XQNKvu14G5DvfMQ,Google,Wiki,IMDb,豆瓣,Note,,#動畫 #時空穿越,
2020,2020-11-17,嗨！神獸,Hello Tapir,台,7,,tt13217182,32569470,rRQx-ygXTMamwUTfC9wV7Q,Google,x,IMDb,豆瓣,Note,,,
2020,2020-11-13,夢想裁縫師,Raftis,希臘,7,,tt13317230,35231757,KrzGfBmLRsuLYiGbwd3KqA,Google,x,IMDb,豆瓣,Note,,,
2020,2020-11-13,曼克,Mank,美,5,曼克_(電影),tt10618286,34461705,UjO5q0VASbaPRNRShCUd3g,Google,Wiki,IMDb,豆瓣,Note,@蓋瑞·歐德曼,#傳記 #黑白片,
2020,2020-11-06,大學性醜聞,Citation,奈及利亞,6,,tt11481312,35231985,PuJidwK9QbaCCkvAAxBkQw,Google,x,IMDb,豆瓣,Note,,,
2020,2020-11-06,孤味,Little Big Women,台,7,孤味,tt12397078,34805873,,Google,Wiki,IMDb,豆瓣,x,,,
2020,2020-10-18,安雅與魔女,Earwig and the Witch,日本,4,安雅與魔女,tt12441478,35073094,AtBTgihYQmS0Viq6h0gX_g,Google,Wiki,IMDb,豆瓣,Note,,#動畫,
2020,2020-10-17,獵魂者,Spiritwalker,韓,7,,tt15108954,30327625,,Google,x,IMDb,豆瓣,x,,#時空穿越,
2020,2020-10-16,鬼滅之刃劇場版：無限列車篇,Demon Slayer the Movie: Mugen Train,日本,8,鬼滅之刃劇場版_無限列車篇,tt11032374,35620761,,Google,Wiki,IMDb,豆瓣,x,,#動畫 ##鬼滅之刃,
2020,2020-10-16,完美的敵人,A Perfect Enemy,西班牙,8,,tt9421200,34883473,cCSpXaVuRYKWuva6WepAEg,Google,x,IMDb,豆瓣,Note,,,
2020,2020-10-16,澪之料理帖,Mio’s Cookbook,日本,7,澪之料理帖,tt12299728,34786785,o5Pp-GWaT7CsHxDdNb_j8w,Google,Wiki,IMDb,豆瓣,Note,,,
2020,2020-10-11,靈魂急轉彎,Soul,美,6,靈魂奇遇記,tt2948372,24733428,yynxzAq4TXCjUVCtsuxFyQ,Google,Wiki,IMDb,豆瓣,Note,,#動畫 !皮克斯(23),
2020,2020-10-03,木蘭：橫空出世,Kung Fu Mulan,中,3,木兰：横空出世,tt11952874,34842226,N6nsIXywQc2B7BTH9OIOTQ,Google,Wiki,IMDb,豆瓣,Note,,#動畫,
2020,2020-10-02,淺田家,The Asada Family,日本,8,,tt9860350,26958479,,Google,x,IMDb,豆瓣,x,,#地震,
2020,2020-10-02,他奶奶的變裝皇后,"Jump, Darling",加拿大,6,,tt9204898,35052242,0tm-tpwnRSamaIKnp_wPvg,Google,x,IMDb,豆瓣,Note,,#性別 #死亡,
2020,2020-09-25,芝加哥七人案：驚世審判,The Trial of the Chicago 7,美,5,芝加哥七人案：驚世審判,tt1070874,2609258,uRVaNyYFSyWaXBuoiUUAtA,Google,Wiki,IMDb,豆瓣,Note,@米高·基頓,#法律,
2020,2020-09-18,消失的情人節,My Missing Valentine,台,6,消失的情人節,tt13105824,35154957,SeC5rHqyQhWNPKwAh6mmmw,Google,Wiki,IMDb,豆瓣,Note,,,
2020,2020-09-17,詭巫,The Widow ,俄羅斯,1,,tt12057234,32582434,tiA2PAg7RF2QMPTV-jHvcg,Google,x,IMDb,豆瓣,Note,,#恐怖片,
2020,2020-09-11,游牧人生,Normalland,美,7,无依之地,tt9770150,30458949,LUvumLcQSFqS6sQjZuK9qg,Google,Wiki,IMDb,豆瓣,Note,@@趙婷,!奧斯卡最佳影片(93) !奧斯卡最佳導演(93) #公路電影,
2020,2020-09-07,第一爐香,Love After Love,中,6,第一炉香_(电影),tt10415576,27102476,3yRfduw6TMaINN2CAyDTFw,Google,Wiki,IMDb,豆瓣,Note,@馬思純,,
2020,2020-09-03,阿依達救援行動,"Quo Vadis, Aida?",波赫,7,艾达，怎么了？,tt8633462,34951210,qFgsGViCRLOojaOLRvuM8Q,Google,Wiki,IMDb,豆瓣,Note,,#戰爭(波士尼亞戰爭),
2020,2020-08-21,線：愛在相逢時, Threads - Our Tapestry Of Love,日本,6,,tt10467054,34281687,,Google,x,IMDb,豆瓣,x,,,
2020,2020-07-29,天劫倒數,Greenland,美,5,天劫倒數,tt7737786,30220799,wesHTZE3TMaDOsNMbQnXNQ,Google,Wiki,IMDb,豆瓣,Note,,,
2020,2020-07-23,瞞天過海詐欺師：公主篇,The Confidence Men JP,日本,7,行骗天下JP,tt12767996,33476040,,Google,Wiki,IMDb,豆瓣,x,,,
2020,2020-06-29,怪胎,i WEiRDO,台,7,怪胎_(2020年電影),tt12619256,34850590,qTLT8xzyTL6Sz8FO3SrHfA,Google,Wiki,IMDb,豆瓣,Note,,#疾病,
2020,2020-06-19,總編的復仇,Damashie No Kiba,日本,7,,tt11679950,30186542,3C9mREuMSGq1WnhaV2H_sQ,Google,x,IMDb,豆瓣,Note,,,
2020,2020-06-17,自然之力,Force of Nature,美,4,,tt10308928,33441957,St8RbU_2Q6G-_pSoE1eCOw,Google,x,IMDb,豆瓣,Note,@梅爾·吉勃遜,,
2020,2020-03-06,1/2的魔法,Onward,美,7,½的魔法,tt7146812,30401849,VGjNmB9FQeCcvwGirg6WPQ,Google,Wiki,IMDb,豆瓣,Note,,#動畫 !皮克斯(22),
2020,2020-03-06,假面病房,Masked Ward,日本,6,,tt11257832,34836613,,Google,x,IMDb,豆瓣,x,,,
2020,2020-02-28,阿嬤醒來了,Door Ke Darshan,印度,3,,tt11231440,34976977,,Google,x,IMDb,豆瓣,x,,,
2020,2020-02-24,隱形人,The Invisible Man,美,7,隱形人_(2020年電影),tt1051906,2364086,1h-4So-LQqqyJkr2QQHpvw,Google,Wiki,IMDb,豆瓣,Note,,,
2020,2020-02-21,2gether 只因我們天生一對,2gether: The Series,泰,6,因為我們天生一對,tt12048276,34786767,,Google,Wiki,IMDb,豆瓣,x,,,
2020,2020-02-20,波斯語課,Persian Lessons,白俄羅斯,9,波斯语课,tt9738784,30466931,KrNWPGDfQmOF1GszirEKMw,Google,Wiki,IMDb,豆瓣,Note,,#戰爭(第二次世界大戰) #種族歧視,
2020,2020-01-27,父親,The Father,美,8,困在时间里的父亲,tt10272386,33432655,u97nQBo-SAmAIqwn5tNftg,Google,Wiki,IMDb,豆瓣,Note,@安東尼·霍普金斯,#疾病,
2020,2020-01-26,夢想之地,Minari,美,7,夢想之地,tt10633456,34463995,eCdtOXIyRSSM65o85qaPog,Google,Wiki,IMDb,豆瓣,Note,,,
2020,2020-01-24,愛情人偶,Romance Doll,日本,6,,tt10914712,30446493,,Google,x,IMDb,豆瓣,x,,,
2020,2020-01-24,信號100,Signal 100,日本,5,,tt10765896,33404178,,Google,x,IMDb,豆瓣,x,,,
2020,2020-01-20,名偵探柯南：紅之校外旅行,Detective Conan: The Scarlet School Trip,日本,8,名偵探柯南：紅之校外旅行,,35207723,,Google,Wiki,x,豆瓣,x,,#動畫 !名偵探柯南(x),
2019,2019-12-25,1917,1917,英,8,1917_(電影),tt8579674,30252495,dyCJ7w_QTheEQf27GvzwxA,Google,Wiki,IMDb,豆瓣,Note,@班奈狄克·康柏拜區,#戰爭(第一次世界大戰),
2019,2019-12-05,不丹是教室,Lunana: A Yak in the Classroom,不丹,9,不丹是教室,tt10189300,34816902,uzEnzdGtQ4iRQzwG64ifgw,Google,Wiki,IMDb,豆瓣,Note,,,
2019,2019-11-08,角落小夥伴：魔法繪本裡的新朋友, Eiga Sumikko Gurashi: Tobidasu Ehon to Himitsu no Ko,日本,7,角落小夥伴,tt11311968,30459693,,Google,Wiki,IMDb,豆瓣,x,,,
2019,2019-11-05,誤殺,Sheep Without a Shepherd,中,8,误杀_(电影),tt11210032,30176393,A77i9NMDS3-WstS3NIsfsQ,Google,Wiki,IMDb,豆瓣,Note,,,
2019,2019-10-31,安眠醫生,Doctor Sleep,美,7,安眠醫生 (電影),tt5606664,25932065,OKnYsbdETT6i5fKQ1Z_OpA,Google,Wiki,IMDb,豆瓣,Note,,#恐怖片,
2019,2019-10-25,少年的你,Better Days,中,9,少年的你,tt9586294,30166972,EM-mPLPXSvCzA-VcmC4jyQ,Google,Wiki,IMDb,豆瓣,Note,@@曾國祥 @周冬雨,#霸凌,
2019,2019-10-25,雙子謀殺案：白城之寂,Twin Murders: The Silence of the White City,西班牙,5,,tt8393332,30356997,a3NjTP3LTCCyfC4RoOPT3g,Google,x,IMDb,豆瓣,Note,,,
2019,2019-10-21,親愛陌生人,The Perfect Secret,德,5,,tt10145122,34882881,HmI2gPlETUGZci4JCLqMjw,Google,x,IMDb,豆瓣,Note,,##完美陌生人,
2019,2019-10-18,盲人律師,Invisible Justice,台,6,盲人律師,tt10920648,34820337,,Google,Wiki,IMDb,豆瓣,x,,#傳記,
2019,2019-09-27,愛爾蘭人,The Irishman,美,7,愛爾蘭人_(2019年電影),tt1302006,6981153,MvH0RTJOThCGW5tGbyON5Q,Google,Wiki,IMDb,豆瓣,Note,@@勞勃·狄尼洛 @艾爾·帕西諾 @哈維·凱托,#黑幫 #傳記,
2019,2019-09-20,返校,Detention,台,8,返校_(電影),tt10805432,,,Google,Wiki,IMDb,x,x,@王淨,#時空穿越,
2019,2019-09-08,免嘲男孩,JojoRabit,美,10,兔嘲男孩,tt2584384,30170546,Ym_pgy-NSbKKMV1XiKQV4w,Google,Wiki,IMDb,豆瓣,Note,@史嘉蕾·喬韓森,#疾病 #戰爭(第二次世界大戰) #種族歧視,
2019,2019-09-06,陽光普照,A Sun,台,7,陽光普照,tt10883506,30292777,,Google,Wiki,IMDb,豆瓣,x,,,
2019,2019-08-31,小丑,Joker,美,9,小丑 (電影),tt7286456,27119724,IhHsVB5oTG6wMd3zC4W2lw,Google,Wiki,IMDb,豆瓣,Note,@瓦昆·菲尼克斯 @勞勃·狄尼洛,,
2019,2019-08-23,火山口的兩人,It Feels So Good,日本,6,,tt10747038,30405087,,Google,x,IMDb,豆瓣,x,,,
2019,2019-08-10,捍衛民主：反送中的最後戰役,Rebellion,香港,7,,tt11091976,,NAEffLQ9Sl6AseuGPQ5Tug,Google,x,IMDb,x,Note,,#記錄片 #反送中,
2019,2019-07-26,阿基米得大戰,The Great War of Archimedes,日本,7,阿基米德大戰,tt8708802,30267284,,Google,Wiki,IMDb,豆瓣,x,,#數學,
2019,2019-06-28,今天也是招人嫌的便當,Bento Harassment,日本,7,,tt9810090,30174424,,Google,x,IMDb,豆瓣,x,,,
2019,2019-05-22,麥特與麥斯,Matthias & Maxime,加拿大,6,,tt8767908,30134129,zPMg1P7QQzSopal2Hkum8g,Google,x,IMDb,豆瓣,Note,@@札維耶·多藍,#性別,
2019,2019-05-21,寄生上流,Gisaengchung,韓,10,寄生上流,tt6751668,27010768,,Google,Wiki,IMDb,豆瓣,x,@@奉俊昊,!奧斯卡最佳影片(92) !奧斯卡最佳導演(92),
2019,2019-05-17,瞞天過海詐欺師,The Confidence Men JP,日本,7,行骗天下JP,tt9552258,30476406,,Google,Wiki,IMDb,豆瓣,x,,,
2019,2019-04-12,名偵探柯南：紺青之拳,Detective Conan:The Fist of Blue Sapphire,日本,7,名偵探柯南：紺青之拳,tt9501310,30208010,,Google,Wiki,IMDb,豆瓣,x,,#動畫 !名偵探柯南(23),
2019,2019-03-08,復仇,Badla,印度,7,,tt8130968,30254040,VDC4zVT6Sp6QoR_skKl3hw,Google,x,IMDb,豆瓣,Note,@阿米塔布·巴強,,
2019,2019-03-02,一屍到底續集-好萊塢大作戰,One Cut to The Dead Spin: in Hollywood,日本,6,,tt10188260,30449064,,Google,x,IMDb,豆瓣,x,,#電影,
2019,2019-01-18,假面飯店,Masquerade Hotel,日本,8,假面飯店#電影,tt7502322,27126336,,Google,Wiki,IMDb,豆瓣,x,@木村拓哉,,
2018,2018-12-13,偵凶 / 死無對證,The Invisible Witness,義大利,7,,tt7735502,30384019,0Cd2zUQ6R4O9kHezIdCEeg,Google,x,IMDb,豆瓣,Note,,,
2018,2018-11-30,比悲傷更悲傷的故事,More Than Blue,台,7,比悲傷更悲傷的故事_(2018年電影),tt9081562,27624661,,Google,Wiki,IMDb,豆瓣,x,@陳意涵,,
2018,2018-11-02,雖然只是弄丟了手機,Stolen Identity,日本,7,,tt8531044,30240355,,Google,x,IMDb,豆瓣,x,,,
2018,2018-11-02,那些年，我們一起追的女孩,You Are the Apple of My Ey,日本,5,,tt7339938,27161899,,Google,x,IMDb,豆瓣,x,,,
2018,2018-10-31,親密陌生人,Intimate Strangers,韓,7,完美的他人,tt8986842,27180356,ojAF-rt8TLidVoAAWeQT7A,Google,Wiki,IMDb,豆瓣,Note,,##完美陌生人,
2018,2018-10-23,波西米亞狂想曲,Bohemian Rhapsody,英,7,波希米亞狂想曲_(電影),tt1727824,5300054,rK1yXrC7RxmNnjVx4NRQPw,Google,Wiki,IMDb,豆瓣,Note,,#傳記,
2018,2018-10-05,看不見的旋律,Andhadhun,印度,8,调音师,tt8108198,30334073,IjSP8Ik3RP2Wnql4n7_Ryw,Google,Wiki,IMDb,豆瓣,Note,,,
2018,2018-09-21,在咖啡冷掉之前,Cafe Funiculi Funicula,日本,7,在咖啡冷掉之前,tt8315128,30164711,,Google,Wiki,IMDb,豆瓣,x,,#時空穿越,
2018,2018-09-06,影,Shaadow,中,6,影_(2018年電影),tt6864046,4864908,LStKX5ZNRtKOx1GC6j6Vow,Google,Wiki,IMDb,豆瓣,Note,@@張藝謀,,
2018,2018-08-31,一個巨星的誕生,A Star is Born,美,7,星夢情深,tt1517451,4058933,s-Pgh5H2S-qNzXJ4QnFCPg,Google,Wiki,IMDb,豆瓣,Note,@女神卡卡 @布萊德利·庫柏,,
2018,2018-08-23,我想吃掉你的胰臟,Let Me Eat Your Pancreas,日本,7,我想吃掉你的胰臟,tt7236034,27107140,FJaRW-urST2ebo92ICz7qw,Google,Wiki,IMDb,豆瓣,Note,,#動畫 #疾病,
2018,2018-08-15,瘋狂亞洲富豪,Crazy Rich Asians,美,4,瘋狂亞洲富豪,tt3104988,26786642,25i2tbsBQjirBTeTcSJGSQ,Google,Wiki,IMDb,豆瓣,Note,@楊紫瓊,,
2018,2018-07-27,空中急診英雄,Code Blue,日本,8,空中急診英雄#電影,tt7731512,27145404,,Google,Wiki,IMDb,豆瓣,x,,,
2018,2018-06-29,動物世界,Animal World,中,7,动物世界_(电影),tt7946836,26925317,,Google,Wiki,IMDb,豆瓣,x,@周冬雨 @麥克·道格拉斯,,
2018,2018-06-27,魔女首部曲：誕生,The Witch: Part 1. The Subversion,韓,7,魔女首部曲：誕生,tt8574252,26602900,JWUgJUH-RcOKpPdPhPYzVg,Google,Wiki,IMDb,豆瓣,Note,,,
2018,2018-06-19,我不是藥神,Dying To Survive,中,8,我不是药神,tt7362036,26752088,b-PTzVzNShuOfwMXgyWYng,Google,Wiki,IMDb,豆瓣,Note,,#疾病,
2018,2018-06-05,超人特攻隊 2,Incredibles 2,美,7,超人特攻隊2,tt3606756,25849049,214E7gY5S8GMqX5ksYgSrg,Google,Wiki,IMDb,豆瓣,Note,,#動畫 !皮克斯(20),
2018,2018-05-22,我的嗝嗝老師,Hichki,印度,6,,tt6588966,30140571,CSA0OJalT-i8MHM-HucCgA,Google,x,IMDb,豆瓣,Note,,#疾病,
2018,2018-05-17,我想有個家,Capernaum,黎巴嫩,8,我想有個家,tt8267604,30170448,ltv-VzS0Tuac8RVVnsYuvQ,Google,Wiki,IMDb,豆瓣,Note,,,
2018,2018-05-13,小偷家族,Shoplifters,日本,8,小偷家族,tt8075192,27622447,Iq9g5cF-SuWOSaTEpb4HEg,Google,Wiki,IMDb,豆瓣,Note,,,
2018,2018-04-28,後來的我們,Us And Them,中,7,後來的我們,tt8033592,26683723,OxQkKSYwSpmitGlau8Vxow,Google,Wiki,IMDb,豆瓣,Note,@周冬雨,#黑白色彩轉換,
2018,2018-03-09,噤界,A Quiet Place,美,8,噤界,tt6644200,26997663,zpWTgzudSUWwSbopJwYtEA,Google,Wiki,IMDb,豆瓣,Note,,#手語 #恐怖片,
2018,2018-02-08,護墊俠,Pad Man,印度,9,印度合伙人,tt7218518,27198855,4RMZEFO6RYWJnVK6xG5-bA,Google,Wiki,IMDb,豆瓣,Note,,,
2018,2018-01-31,念力,Psychokinesis,韓,3,念力_(電影),tt6890582,26864178,q9qb5SzERLuieQBKh1niyA,Google,Wiki,IMDb,豆瓣,Note,,,
2018,2018-01-13,無敵鐵金剛 Infinity,Infinity,日本,7,劇場版_無敵鐵金剛_/_INFINITY,tt6470762,26963808,TohJK7uWSSKBslqEur6LRg,Google,Wiki,IMDb,豆瓣,Note,,#動畫,
2017,2017-12-20,與神同行,Along With the Gods: The Two World,韓,8,與神同行_(電影),tt7160070,11584016,,Google,Wiki,IMDb,豆瓣,x,,,
2017,2017-12-20,野蠻遊戲：瘋狂叢林,Welcome to the Jungle,美,6,野蠻遊戲：瘋狂叢林,tt2283362,26586766,,Google,Wiki,IMDb,豆瓣,x,,,
2018,2017-12-09,鎌倉物語 Destiny,Destiny:The Tale of Kamakura,日本,8,,tt6493648,26916229,rrkOFEjCQtWNAj9YERF17Q,Google,x,IMDb,豆瓣,Note,,#時空穿越,
2017,2017-12-04,郵報：密戰,The Post,美,7,郵報：密戰,tt6294822,26990609,6FW82uh0Tzulqcj-uUZ-sQ,Google,Wiki,IMDb,豆瓣,Note,@@史蒂芬·史匹柏 @梅莉·史翠普 @湯姆·漢克,,
2017,2017-11-17,奇蹟男孩,Wonder,美,7,奇蹟男孩,tt2543472,26787574,,Google,Wiki,IMDb,豆瓣,x,@茱莉亞·羅勃茲 @歐文·威爾森,#疾病 #霸凌,
2017,2017-11-10,東方快車謀殺案,Murder on the Orient Express,美,6,東方快車謀殺案_(2017年電影),tt3402236,25790761,IsJ-07P8SpaFr2h6hrFuFg,Google,Wiki,IMDb,豆瓣,Note,@@肯尼斯·布萊納 @強尼·戴普,#阿嘉莎·克莉絲蒂,
2017,2017-11-04,一屍到底,One Cut of the Dead,日本,8,一屍到底,tt7914416,30234315,,Google,Wiki,IMDb,豆瓣,x,,#電影,
2017,2017-09-29,別闖陰陽界,Flatliners,美,4,別闖陰陽界_(2017年電影),tt2039338,26635304,CnW9fQTgTVCzcF8VpTIARQ,Google,Wiki,IMDb,豆瓣,Note,,#恐怖片 #死亡,
2017,2017-09-23,解憂雜貨店,The Miracles of the Namiya General Store,日本,8,解憂雜貨店_(日本電影),tt6298600,26742730,,Google,Wiki,IMDb,豆瓣,x,,#時空穿越,
2017,2017-08-31,水底情深,The Shape of Water,美,7,水底情深,tt5580390,26752852,,Google,Wiki,IMDb,豆瓣,x,@@吉勒摩·戴托羅,#手語,
2017,2017-08-10,廁所愛情故事,Toilet - Ek Prem Katha,印度,7,,tt5785170,26942645,JjJXD1kRTsufZTiTvS_S6Q,Google,x,IMDb,豆瓣,Note,,,
2017,2017-07-28,我想吃掉你的胰臟,I Want To Eat Your Pancreas,日本,8,我想吃掉你的胰臟,tt6078840,26869119,5iGWjAUAQGu7JBFMsfiEpg,Google,Wiki,IMDb,豆瓣,Note,,#疾病,
2017,2017-07-21,敦克爾克大行動,Dunkirk,美,8,敦克爾克大行動,tt5013056,26607693,Wqwb7MEMQg-kRm58r0JNQA,Google,Wiki,IMDb,豆瓣,Note,@@克里斯多福·諾蘭 @肯尼斯·布萊納,#戰爭(敦克爾克戰役),
2017,2017-06-28,蜘蛛人：返校日,Spider-Man: Homecoming,美,6,蜘蛛人：返校日,tt2250912,24753477,,Google,Wiki,IMDb,豆瓣,x,@湯姆·霍蘭德,##蜘蛛人,
2017,2017-06-10,梵谷：星夜之謎,Loving Vincent,波蘭,10,至爱梵高·星空之谜,tt3262342,25837262,y_5gQcSIQGyl3IVhijhwPw,Google,Wiki,IMDb,豆瓣,Note,,#動畫 #傳記,
2017,2017-04-28,巴霍巴利王：磅礴終章,Baahubali 2: The Conclusion,印度,8,巴霍巴利王：磅礴終章,tt4849438,26420932,,Google,Wiki,IMDb,豆瓣,x,,##巴霍巴利王,
2017,2017-04-15,名偵探柯南：唐紅的戀歌,Detective Conan: The Crimson Love Letter,日本,8,名偵探柯南：唐紅的戀歌,tt5692622,26788667,,Google,Wiki,IMDb,豆瓣,x,,#動畫 !名偵探柯南(21),
2017,2017-01-14,本能寺大飯店,Honnoji Hotel,日本,6,本能寺大飯店,tt5839938,26823828,,Google,Wiki,IMDb,豆瓣,x,,#時空穿越,
2016,2016-12-25,關鍵少數,Hidden Figures,美,8,隐藏人物,tt4846340,26615208,7zmOuKoiRiWdg73hHIwSEg,Google,Wiki,IMDb,豆瓣,Note,@凱文·科斯納,#種族歧視 #數學,
2016,2016-12-21,我和我的冠軍女兒,Dangal／Wrestling competitio,印度,8,我和我的冠軍女兒,tt5074352,26387939,,Google,Wiki,IMDb,豆瓣,x,@阿米爾·汗,#傳記 #運動,
2016,2016-12-14,星際過客,Passengers,美,6,星際過客,tt1355644,3434070,Kv0E1J--Ra2-jZVPfhhVpg,Google,Wiki,IMDb,豆瓣,Note,@珍妮佛·勞倫斯 @克里斯·普瑞特 @安迪·加西亞,,
2016,2016-11-17,我不是潘金蓮,I Am Not Madame Bovary,中,7,我不是潘金莲_(电影),tt5918090,26630781,arO1RqEmRoiHFd96vYxYOQ,Google,Wiki,IMDb,豆瓣,Note,@范冰冰,,
2016,2016-11-05,溺水小刀,Drowning Love,日本,6,,tt5108912,26611076,,Google,x,IMDb,豆瓣,x,,,
2016,2016-10-29,死亡筆記本：點亮新世界,Light up the NEW world,日本,8,死亡筆記本：決戰新世界,tt5058340,,,Google,Wiki,IMDb,x,x,,##死亡筆記,
2016,2016-09-23,佈局 / 看不見的客人,The Invisible Guest,西班牙,9,佈局 (電影),tt4857264,26580232,aKYBmTRsQp6B9dSgHMt5lQ,Google,Wiki,IMDb,豆瓣,Note,,,
2016,2016-09-17,聲之形,The Shape of Voice,日本,7,電影版_聲之形,tt5323662,26264454,,Google,Wiki,IMDb,豆瓣,x,,#霸凌 #動畫 #手語,
2016,2016-09-14,七月與安生,Soul Mate,中,10,七月与安生_(电影),tt6054290,25827935,3O0yGKtTSsuTquZN6edLRA,Google,Wiki,IMDb,豆瓣,Note,@@曾國祥 @周冬雨 @馬思純,,
2016,2016-09-10,漫漫回家路,Lion,澳大利亞,6,漫漫回家路_(2016年電影),tt3741834,26220650,plPsp8lSTvWXuymPVNF_2w,Google,Wiki,IMDb,豆瓣,Note,@妮可·基嫚,,
2016,2016-09-08,結婚派對大亂鬥,The Wedding Party,奈及利亞,3,,tt5978822,26882677,v6ImQ6AhSFKkTkPZVt8ibQ,Google,x,IMDb,豆瓣,Note,,,
2016,2016-09-02,月光下的藍色男孩,Moonlight,美,7,月光男孩,tt4975722,26648249,RNRgmcT5S4mJWOK0u9ONug,Google,Wiki,IMDb,豆瓣,Note,,#性別 !奧斯卡最佳影片(89),
2016,2016-08-31,樂來越愛你,La La Land,美,9,樂來越愛你,tt3783958,25934014,tAnfkMUtRNiXBWBFgmMFhg,Google,Wiki,IMDb,豆瓣,Note,@@達米恩·查澤雷 @艾瑪·史東 @雷恩·葛斯林,!奧斯卡最佳導演(89) #音樂歌舞 #失戀,
2016,2016-08-26,你的名字,Your Name,日本,10,你的名字。,tt5311514,26683290,,Google,Wiki,IMDb,豆瓣,x,@@新海誠,#動畫 #時空穿越,
2016,2016-07-02,瀨戶內海,Setoutsumi,日本,6,,tt4934870,26362351,,Google,x,IMDb,豆瓣,x,,,
2016,2016-06-09,追凶八年,TE3N,印度,7,,tt4814290,26719783,TzG24yuRQYKV101uh8seGQ,Google,x,IMDb,豆瓣,Note,@阿米塔布·巴強,,
2016,2016-05-21,新居風暴,The Salesman,伊朗,7,推銷員_(電影),tt5186714,26679552,xNyennMASY6ohHhzFQXSdg,Google,Wiki,IMDb,豆瓣,Note,,,
2016,2016-05-13,屍速列車,Train To Busan,韓,7,屍速列車,tt5700672,25986180,,Google,Wiki,IMDb,豆瓣,x,,#恐怖片,
2016,2016-03-05,水手服與機關槍：畢業,Sailor Suit and Machine Gun: Graduation,日本,6,水手服與機關槍#2016年版,tt4807908,26429842,,Google,Wiki,IMDb,豆瓣,x,,,
2016,2016-02-02,完美陌生人,Perfect Strangers,義大利,9,完美陌生人,tt4901306,26614893,f7eJuECZTni12_wQMJagPw,Google,Wiki,IMDb,豆瓣,Note,,##完美陌生人,
2016,2016-01-23,海邊的曼徹斯特,Manchester by the Sea,美,6,海邊的曼徹斯特,tt4034228,25980443,vViiDoWCRci4iIX4ofAq6A,Google,Wiki,IMDb,豆瓣,Note,@麥特·戴蒙,,
2015,2015-12-16,神鬼獵人,The Revenant,美,8,神鬼獵人,tt1663202,5327268,p5svYCjDTaO5f3YJjJPAbQ,Google,Wiki,IMDb,豆瓣,Note,@@阿利安卓 @李奧納多·狄卡皮歐,!奧斯卡最佳導演(88),
2015,2015-12-13,明天別再來敲門,A Man Called Ove,瑞典,7,明天別再來敲門,tt4080728,26628357,hyuY8dAcQFWS4jeSRTlX0g,Google,Wiki,IMDb,豆瓣,Note,,#死亡,
2015,2015-11-20,飢餓遊戲：自由幻夢 終結戰,The Hunger Games: Mockingjay – Part 2,美,6,飢餓遊戲：自由幻夢_終結戰,tt1951266,10047547,,Google,Wiki,IMDb,豆瓣,x,@珍妮佛·勞倫斯,##飢餓遊戲,
2015,2015-11-12,大賣空,The Big Short: Inside the Doomsday Machine,美,5,大賣空,tt1596363,26303622,dfbZ4JZNSGa3PZd2gpEGHw,Google,Wiki,IMDb,豆瓣,Note,@克里斯汀·貝爾 @布萊德·彼特 @雷恩·葛斯林,#金融,
2015,2015-09-14,惡女訂製服,The Dressmaker,澳大利亞,6,華麗轉身_(電影),tt2910904,25697098,N71QGx3TSoqrTLpRatGLTg,Google,Wiki,IMDb,豆瓣,Note,@凱特·溫斯蕾,,
2015,2015-09-05,丹麥女孩,The Danish Girl,英,9,丹麦女孩,tt0810819,3071604,1xeknP83RUmypDqo5ivViw,Google,Wiki,IMDb,豆瓣,Note,@艾迪·瑞德曼,#性別,
2015,2015-09-05,史帝夫賈伯斯,Steve Jobs,美,7,史帝夫賈伯斯_(電影),tt2080374,25850443,ftca60baS3mS0tUDXscILA,Google,Wiki,IMDb,豆瓣,Note,@@丹尼·鮑伊 @凱特·溫斯蕾,#傳記,
2015,2015-09-04,不存在的房間,Room,加拿大,7,房间_(2015年电影),tt3170832,25724855,3H4oGzUrRjCAVLzKLWW7kA,Google,Wiki,IMDb,豆瓣,Note,,,
2015,2015-09-03,凛冬烈火：烏克蘭自由之戰,Winter on Fire,烏克蘭,7,凛冬烈火：乌克兰为自由而战,tt4908644,,3cP_L7cbQCW_r3_VHEGB6Q,Google,Wiki,IMDb,x,Note,,#記錄片,
2015,2015-08-06,破風,To The Fore,香港,7,破風 (電影),tt4788638,25853727,,Google,Wiki,IMDb,豆瓣,x,,#運動,
2015,2015-07-30,誤殺暪天記,Drishyam,印度,10,视觉_(2015年电影),tt4430212,26419637,5-UW8HYKSxO5McgxVUc4FQ,Google,Wiki,IMDb,豆瓣,Note,,,
2015,2015-07-18,Hero (2),HERO 2,日本,7,HERO_(2015年電影),tt4226970,26268493,,Google,Wiki,IMDb,豆瓣,x,@木村拓哉,,
